,2022_05_09T11_13_38_coda,2022_05_09T11_13_38_envelope,2023_03_22T14_50_33_coda,2023_03_22T14_50_33_envelope,2018_11_18T12_48_44_coda,2018_11_18T12_48_44_envelope,2023_06_16T16_38_28_coda,2023_06_16T16_38_28_envelope,2012_12_30T23_35_02_coda,2012_12_30T23_35_02_envelope
A194A,0.0,0.0,0.0,0.0,2.238732341307215e-10,2.7595599750487194e-10,0.0,0.0,0.0,0.0
D132,0.0,0.0,0.0,0.0,5.43208973096873e-10,6.333390308218504e-10,0.0,0.0,0.0,0.0
A164A,0.0,0.0,0.0,0.0,2.9495531135699794e-10,3.189476490919415e-10,0.0,0.0,0.0,0.0
OTER1,0.0,0.0,0.0,0.0,1.0442102513367065e-11,1.2897150775951697e-11,0.0,0.0,0.0,0.0
NEEW,0.0,0.0,0.0,0.0,1.950064424260742e-09,2.116798067459144e-09,3.221998701508396e-08,1.423865308323103e-07,0.0,0.0
IA01A,0.0,0.0,0.0,0.0,1.813099847263757e-10,1.7736581407498152e-10,0.0,0.0,0.0,0.0
D027,0.0,0.0,0.0,0.0,1.9544375958775252e-10,2.070522764951748e-10,0.0,0.0,0.0,0.0
D107,0.0,0.0,0.0,0.0,1.8354202762828406e-10,1.9220276962444387e-10,0.0,0.0,0.0,0.0
IMTC,0.0,0.0,0.0,0.0,5.691461324760718e-09,7.705002548525394e-09,0.0,0.0,0.0,0.0
D084,0.0,0.0,0.0,0.0,1.517992727549746e-10,1.6725229684230835e-10,0.0,0.0,0.0,0.0
D033,0.0,0.0,0.0,0.0,1.9108513036208087e-10,1.9568680106235275e-10,0.0,0.0,0.0,0.0
CI38,0.0,0.0,0.0,0.0,8.578400810548091e-10,9.799722226390408e-10,0.0,0.0,0.0,0.0
D153,0.0,0.0,0.0,0.0,1.8865175729201064e-10,2.053648583745072e-10,0.0,0.0,0.0,0.0
ILLF,0.0,0.0,0.0,0.0,7.642126577008072e-10,8.412763939012395e-10,1.9793735895992405e-08,5.765684073232403e-08,0.0,0.0
A073A,0.0,0.0,0.0,0.0,4.846487404398757e-10,5.985298838632922e-10,0.0,0.0,0.0,0.0
D020,0.0,0.0,0.0,0.0,3.6670692741259677e-10,4.3204062783172956e-10,0.0,0.0,0.0,0.0
CI11,0.0,0.0,0.0,0.0,5.21517402132747e-10,6.277894572750853e-10,0.0,0.0,0.0,0.0
D147,0.0,0.0,0.0,0.0,1.9258084358934388e-10,2.1187208338385875e-10,0.0,0.0,0.0,0.0
A161A,0.0,0.0,0.0,0.0,3.199119774335889e-10,3.4751388659798945e-10,0.0,0.0,0.0,0.0
SGG,0.0,0.0,0.0,0.0,4.1371899699468976e-10,5.009380906691492e-10,0.0,0.0,0.0,0.0
D091,0.0,0.0,0.0,0.0,1.6235147952006894e-10,1.7791265410781902e-10,0.0,0.0,0.0,0.0
CI14,0.0,0.0,0.0,0.0,5.099261718469251e-10,6.868017071941533e-10,0.0,0.0,0.0,0.0
CE07,0.0,0.0,0.0,0.0,1.8152090863811438e-09,2.435005587691852e-09,0.0,0.0,0.0,0.0
D130,0.0,0.0,0.0,0.0,2.2067006364663517e-10,2.4213312496510087e-10,0.0,0.0,0.0,0.0
A290A,0.0,0.0,0.0,0.0,3.265328976627328e-10,3.5921350822857025e-10,0.0,0.0,0.0,0.0
RSF3,0.0,0.0,0.0,0.0,4.0650678912039004e-10,4.907429590918301e-10,0.0,0.0,0.0,0.0
D096,0.0,0.0,0.0,0.0,7.0133342845185194e-09,9.811202920410256e-09,0.0,0.0,0.0,0.0
GATE,0.0,0.0,0.0,0.0,7.473815059476611e-10,8.673696400299177e-10,0.0,0.0,0.0,0.0
D139,0.0,0.0,0.0,0.0,3.1088942350272024e-10,3.7818752937234525e-10,0.0,0.0,0.0,0.0
CI30,0.0,0.0,0.0,0.0,1.4950330699264283e-10,1.652816971494963e-10,0.0,0.0,0.0,0.0
LPEL,0.0,0.0,0.0,0.0,8.98705595218154e-10,1.010062795598614e-09,0.0,0.0,0.0,0.0
D043,0.0,0.0,0.0,0.0,2.5629877280545096e-10,3.023944995292004e-10,0.0,0.0,0.0,0.0
CE05,0.0,0.0,0.0,0.0,7.428502703683692e-10,8.62746193385164e-10,0.0,0.0,0.0,0.0
BSSO,0.0,0.0,0.0,0.0,2.0616335724074108e-10,2.5815536697297377e-10,0.0,0.0,0.0,0.0
GIMEL,0.0,0.0,0.0,0.0,3.023224575626245e-10,3.1726772017019025e-10,6.527272379127967e-09,2.4676565742946587e-08,3.9472521612905395e-10,9.883603898056396e-10
D062,0.0,0.0,0.0,0.0,1.6153823003259308e-10,1.785999319750442e-10,0.0,0.0,0.0,0.0
A209B,0.0,0.0,0.0,0.0,1.1309353452215468e-08,1.3469012490501002e-08,0.0,0.0,0.0,0.0
OGGM,0.0,0.0,0.0,0.0,2.263759620854136e-10,2.7697056848301877e-10,0.0,0.0,1.953288699634283e-10,3.6818228361200857e-10
D036,0.0,0.0,0.0,0.0,2.2541943050818033e-09,1.8679599030506477e-09,0.0,0.0,0.0,0.0
D045A,0.0,0.0,0.0,0.0,5.394714175303256e-10,5.912797739487124e-10,0.0,0.0,0.0,0.0
D002,0.0,0.0,0.0,0.0,2.592387178872217e-10,2.798552808622273e-10,0.0,0.0,0.0,0.0
IFOR,0.0,0.0,0.0,0.0,1.0374773494396329e-08,1.2403132011002782e-08,0.0,0.0,0.0,0.0
D064,0.0,0.0,0.0,0.0,2.499059840624984e-10,2.6727873029451663e-10,0.0,0.0,0.0,0.0
VIVA,0.0,0.0,0.0,0.0,5.319521172500989e-09,7.312577008423555e-09,0.0,0.0,0.0,0.0
A078A,0.0,0.0,0.0,0.0,1.7936936373771482e-10,1.9743373651919847e-10,0.0,0.0,0.0,0.0
D057,0.0,0.0,0.0,0.0,4.13015631355445e-10,4.901299812522661e-10,0.0,0.0,0.0,0.0
D117,0.0,0.0,0.0,0.0,1.76746910870178e-10,1.9291386338961308e-10,0.0,0.0,0.0,0.0
D078,0.0,0.0,0.0,0.0,1.8463470789084508e-10,1.9697598817788812e-10,0.0,0.0,0.0,0.0
MTCE,0.0,0.0,0.0,0.0,4.786550667391124e-10,6.004755538922871e-10,0.0,0.0,0.0,0.0
IA08A,0.0,0.0,0.0,0.0,2.2261723919015835e-10,2.3353949050487497e-10,0.0,0.0,0.0,0.0
POSAS,0.0,0.0,0.0,0.0,1.016541635544166e-09,1.220587340210883e-09,0.0,0.0,0.0,0.0
CI09,0.0,0.0,0.0,0.0,1.9403527609890743e-10,2.4299005250975885e-10,0.0,0.0,0.0,0.0
A013A,0.0,0.0,0.0,0.0,3.5132826605939486e-10,3.8716836441312463e-10,0.0,0.0,0.0,0.0
CW03,0.0,0.0,0.0,0.0,8.729851486073436e-10,9.553197461081488e-10,0.0,0.0,0.0,0.0
D041,0.0,0.0,0.0,0.0,2.1432628900033048e-10,2.1600864665929383e-10,0.0,0.0,0.0,0.0
A192B,0.0,0.0,0.0,0.0,1.1782245382043611e-09,1.2756856125165651e-09,0.0,0.0,0.0,0.0
D108,0.0,0.0,0.0,0.0,2.9792027686273566e-09,3.201433602860814e-09,0.0,0.0,0.0,0.0
CE02,0.0,0.0,0.0,0.0,1.5974601184788618e-10,1.826793130924481e-10,0.0,0.0,0.0,0.0
D085,0.0,0.0,0.0,0.0,3.5620877947284715e-10,2.908171800092604e-10,0.0,0.0,0.0,0.0
CI39,0.0,0.0,0.0,0.0,5.582050742731491e-10,6.772062529190377e-10,0.0,0.0,0.0,0.0
D135,0.0,0.0,0.0,0.0,4.0679521007232215e-10,5.210867833938584e-10,0.0,0.0,0.0,0.0
A206A,0.0,0.0,0.0,0.0,5.211478208636888e-10,6.648504634093283e-10,0.0,0.0,0.0,0.0
D118,0.0,0.0,0.0,0.0,1.730924108676942e-10,1.950335117628386e-10,0.0,0.0,0.0,0.0
MORI,0.0,0.0,0.0,0.0,2.4480035242443316e-10,2.973629483097617e-10,0.0,0.0,0.0,0.0
D040,0.0,0.0,0.0,0.0,4.87278022606714e-10,5.774489077041673e-10,0.0,0.0,0.0,0.0
SIRI,0.0,0.0,0.0,0.0,3.5202108261629664e-10,4.4545773889852117e-10,0.0,0.0,0.0,0.0
D087,0.0,0.0,0.0,0.0,2.3083336975827677e-10,2.4483610709162903e-10,0.0,0.0,0.0,0.0
D154,0.0,0.0,0.0,0.0,1.9438292918434822e-10,2.1189401477457323e-10,0.0,0.0,0.0,0.0
SATI,0.0,0.0,0.0,0.0,1.2899406052271443e-09,1.5768632605778904e-09,0.0,0.0,3.403584223417364e-10,1.0550702305600531e-09
ILLK,0.0,0.0,0.0,0.0,1.4499993019496843e-09,1.739710022178975e-09,1.3182935808158834e-08,4.8946221351300874e-08,0.0,0.0
D026,0.0,0.0,0.0,0.0,4.3690335936117884e-10,5.354284448842575e-10,0.0,0.0,0.0,0.0
A072A,0.0,0.0,0.0,0.0,1.8725086409305467e-10,1.9031443432608447e-10,0.0,0.0,0.0,0.0
D082,0.0,0.0,0.0,0.0,2.2848532533621228e-10,2.4396083915619256e-10,0.0,0.0,0.0,0.0
D070,0.0,0.0,0.0,0.0,3.7765246803723966e-10,4.279112134693995e-10,0.0,0.0,0.0,0.0
CE06,0.0,0.0,0.0,0.0,4.51776650066665e-10,4.99713359282211e-10,0.0,0.0,0.0,0.0
PLRO,0.0,0.0,0.0,0.0,5.014897462398166e-10,5.505520454067576e-10,0.0,0.0,0.0,0.0
SGT04,0.0,0.0,0.0,0.0,4.6524725525896476e-10,4.70662967782017e-10,0.0,0.0,4.003411366683333e-10,1.725050827420121e-09
D053,0.0,0.0,0.0,0.0,6.245389358016356e-10,7.253143899208405e-10,0.0,0.0,0.0,0.0
VNDS,0.0,0.0,0.0,0.0,4.593009421345625e-10,4.94430743305118e-10,0.0,0.0,0.0,0.0
D071,0.0,0.0,0.0,0.0,3.614808021151417e-10,4.2408233394127645e-10,0.0,0.0,0.0,0.0
A215A,0.0,0.0,0.0,0.0,6.64047991813821e-10,7.692141495298389e-10,0.0,0.0,0.0,0.0
D004,0.0,0.0,0.0,0.0,5.676888683714322e-10,6.882437372059626e-10,0.0,0.0,0.0,0.0
MCEL,0.0,0.0,0.0,0.0,4.452690561724936e-10,5.362231827212204e-10,0.0,0.0,0.0,0.0
BOURR,0.0,0.0,0.0,0.0,7.175643112847876e-10,7.922747652988877e-10,1.7449344705681674e-08,5.8542326486418444e-08,9.06808586000651e-10,3.06813773249235e-09
D058,0.0,0.0,0.0,0.0,1.6001783767892006e-10,1.8081442835814678e-10,0.0,0.0,0.0,0.0
D098,0.0,0.0,0.0,0.0,1.117215611057689e-09,1.2114714511995124e-09,0.0,0.0,0.0,0.0
D079,0.0,0.0,0.0,0.0,1.3146032216314788e-10,1.4641420729561214e-10,0.0,0.0,0.0,0.0
D095,0.0,0.0,0.0,0.0,1.80585321889918e-10,1.8558002052452702e-10,0.0,0.0,0.0,0.0
MTSN,0.0,0.0,0.0,0.0,4.362346859252873e-10,5.38280137366271e-10,0.0,0.0,0.0,0.0
D075,0.0,0.0,0.0,0.0,5.392516347375651e-10,6.487685601234206e-10,0.0,0.0,0.0,0.0
D016A,0.0,0.0,0.0,0.0,6.891111681337434e-09,5.930878090779367e-09,0.0,0.0,0.0,0.0
FIAM,0.0,0.0,0.0,0.0,5.678128798404195e-10,6.183626942077635e-10,0.0,0.0,0.0,0.0
CI36,0.0,0.0,0.0,0.0,1.998500001577373e-09,2.337460865499551e-09,0.0,0.0,0.0,0.0
CMPR,0.0,0.0,0.0,0.0,4.28723685676297e-10,5.590335196346205e-10,0.0,0.0,0.0,0.0
D094,0.0,0.0,0.0,0.0,2.3240969661174567e-10,2.7005529937260077e-10,0.0,0.0,0.0,0.0
MELA,0.0,0.0,0.0,0.0,8.953567308096104e-09,1.4008418893655794e-08,0.0,0.0,0.0,0.0
A167A,0.0,0.0,0.0,0.0,1.298739815144484e-09,1.5356016011462284e-09,0.0,0.0,0.0,0.0
CE04,0.0,0.0,0.0,0.0,5.141125432567393e-10,5.504970178025668e-10,0.0,0.0,0.0,0.0
TRIV,0.0,0.0,0.0,0.0,1.1301369144774698e-09,1.310678774533822e-09,0.0,0.0,0.0,0.0
CI12,0.0,0.0,0.0,0.0,1.230367805847137e-09,1.8143677095306647e-09,0.0,0.0,0.0,0.0
ZH031,0.0,0.0,0.0,0.0,0.0,0.0,3.315829276159274e-09,8.303809212746193e-09,0.0,0.0
FR18A,0.0,0.0,0.0,0.0,0.0,0.0,5.057036281271594e-09,1.7367286421457692e-08,0.0,0.0
ZH063,0.0,0.0,0.0,0.0,0.0,0.0,2.502598766182695e-09,6.046763378787884e-09,0.0,0.0
ZH011,0.0,0.0,0.0,0.0,0.0,0.0,4.6121294974948415e-09,1.1610599290669783e-08,0.0,0.0
CFAR,0.0,0.0,0.0,0.0,0.0,0.0,1.5415621397226863e-08,3.039661615513036e-08,0.0,0.0
ZH034,0.0,0.0,0.0,0.0,0.0,0.0,9.733932137466256e-10,3.477551227512219e-09,0.0,0.0
FR02A,0.0,0.0,0.0,0.0,0.0,0.0,8.379957907799102e-09,3.2876367652109454e-08,0.0,0.0
PLYF,0.0,0.0,0.0,0.0,0.0,0.0,9.801216809890757e-09,3.26356063227465e-08,0.0,0.0
STR,0.0,0.0,0.0,0.0,0.0,0.0,1.6588083622506936e-08,6.551960522199446e-08,0.0,0.0
ZH062,0.0,0.0,0.0,0.0,0.0,0.0,3.815475664672909e-09,8.390838393465354e-09,0.0,0.0
ZH052,0.0,0.0,0.0,0.0,0.0,0.0,2.216401060169797e-09,7.15771257885094e-09,0.0,0.0
ZH013,0.0,0.0,0.0,0.0,0.0,0.0,2.110377511009993e-09,5.793354346393432e-09,0.0,0.0
PDN9,0.0,0.0,0.0,0.0,0.0,0.0,4.219441644219677e-09,1.7606522911042863e-08,0.0,0.0
FR06A,0.0,0.0,0.0,0.0,0.0,0.0,1.5343525352070127e-08,5.0225368125474e-08,0.0,0.0
ZH051,0.0,0.0,0.0,0.0,0.0,0.0,3.6499391981993172e-09,9.350439169264606e-09,0.0,0.0
FR23A,0.0,0.0,0.0,0.0,0.0,0.0,3.877295716331999e-09,1.445937400311056e-08,0.0,0.0
CHAMB,0.0,0.0,0.0,0.0,0.0,0.0,1.0061217554829902e-08,3.1278613671898977e-08,0.0,0.0
FR03A,0.0,0.0,0.0,0.0,0.0,0.0,6.565270604767978e-09,2.9132576186228823e-08,0.0,0.0
ZH012,0.0,0.0,0.0,0.0,0.0,0.0,2.567170909655177e-09,6.944244747103147e-09,0.0,0.0
EIF04,0.0,0.0,0.0,0.0,0.0,0.0,6.3165523712814075e-09,2.7600514964166494e-08,0.0,0.0
ZH054,0.0,0.0,0.0,0.0,0.0,0.0,1.2269210600418124e-09,4.722249169617398e-09,0.0,0.0
CSCF,0.0,0.0,0.0,0.0,0.0,0.0,5.456409871399844e-09,2.2105279961983035e-08,0.0,0.0
ZH053,0.0,0.0,0.0,0.0,0.0,0.0,1.3622618127584112e-09,5.03577772765845e-09,0.0,0.0
CBUD,0.0,0.0,0.0,0.0,0.0,0.0,7.189235199149024e-09,1.9842773815091472e-08,0.0,0.0
VMAN,0.0,0.0,0.0,0.0,0.0,0.0,7.761642798068519e-09,2.972176544169344e-08,0.0,0.0
ZH033,0.0,0.0,0.0,0.0,0.0,0.0,1.3972063292849143e-09,5.3581996808637744e-09,0.0,0.0
FAHY,0.0,0.0,0.0,0.0,0.0,0.0,6.422817042036317e-09,1.9443833521157927e-08,0.0,0.0
FR30A,0.0,0.0,0.0,0.0,0.0,0.0,8.4668393839044e-09,3.0780031047556766e-08,0.0,0.0
ZH032,0.0,0.0,0.0,0.0,0.0,0.0,1.8248457218350302e-09,6.557822638300673e-09,0.0,0.0
ZH061,0.0,0.0,0.0,0.0,0.0,0.0,6.8024535474429954e-09,1.3535638935713116e-08,0.0,0.0
ZH064,0.0,0.0,0.0,0.0,0.0,0.0,2.240130878947563e-09,5.6143704136317525e-09,0.0,0.0
ZH041,0.0,0.0,0.0,0.0,0.0,0.0,5.080620645915925e-09,9.479164477150834e-09,0.0,0.0
FR31A,0.0,0.0,0.0,0.0,0.0,0.0,7.817776390451471e-09,2.1081656296895883e-08,0.0,0.0
EROQ,0.0,0.0,0.0,0.0,0.0,0.0,2.987487653554469e-09,1.0073001542869354e-08,0.0,0.0
ZH044,0.0,0.0,0.0,0.0,0.0,0.0,1.546041659114245e-09,5.280751926753775e-09,0.0,0.0
BLANC,0.0,0.0,0.0,0.0,0.0,0.0,3.94587734119707e-09,1.1071072696194076e-08,0.0,0.0
FR04A,0.0,0.0,0.0,0.0,0.0,0.0,4.379603748835252e-09,1.6723200267964836e-08,0.0,0.0
FR26A,0.0,0.0,0.0,0.0,0.0,0.0,7.791925035469707e-09,2.1510708621029783e-08,0.0,0.0
ZH043,0.0,0.0,0.0,0.0,0.0,0.0,1.669027939339867e-09,5.822504947845343e-09,0.0,0.0
ZH042,0.0,0.0,0.0,0.0,0.0,0.0,2.329921819204322e-09,6.958448188319295e-09,0.0,0.0
FR21A,0.0,0.0,0.0,0.0,0.0,0.0,4.03184385464179e-09,1.3755582946426541e-08,0.0,0.0
RSBS,0.0,0.0,0.0,0.0,0.0,0.0,2.573604945465606e-09,1.1096723628594477e-08,0.0,0.0
ARCN,0.0,0.0,0.0,0.0,0.0,0.0,2.48082734707278e-08,9.69576424638049e-08,0.0,0.0
FR08A,0.0,0.0,0.0,0.0,0.0,0.0,4.692283981465578e-09,1.9994643935043515e-08,0.0,0.0
FLACH,0.0,0.0,0.0,0.0,0.0,0.0,5.554491000533239e-09,1.8036415848727592e-08,0.0,0.0
OGRV,0.0,0.0,0.0,0.0,0.0,0.0,1.2202598181434561e-08,4.0875131730471465e-08,0.0,0.0
ZH014,0.0,0.0,0.0,0.0,0.0,0.0,1.0196795647527656e-09,2.3567787326741803e-09,0.0,0.0
BETS,0.0,0.0,0.0,0.0,0.0,0.0,1.8362446947760592e-08,7.488024578586672e-08,0.0,0.0
OPLO,0.0,0.0,0.0,0.0,0.0,0.0,2.5689241135258843e-08,9.48009090235004e-08,0.0,0.0
FR01A,0.0,0.0,0.0,0.0,0.0,0.0,4.6187169280571266e-09,1.787536525989083e-08,0.0,0.0
BAULM,0.0,0.0,0.0,0.0,0.0,0.0,6.250743902234164e-09,2.196088179147762e-08,0.0,0.0
CT55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.236764961353031e-11,2.5885121225442906e-10
IGB08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0257264809842145e-11,5.0372722229043466e-11
E116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6884995760772934e-10,6.324792093072463e-10
FINB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.938786987287734e-10,3.740842033956561e-10
ASEAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.418730448912313e-09,1.4553954298640765e-08
PY12B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857651222602009e-10,6.431569053482307e-10
JSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2691421377931885e-09,2.0540779459150883e-09
CT07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.928241424075322e-10,6.059238400778356e-10
SGT02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.581271757294288e-10,2.548845951709026e-09
CT08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.435279847135685e-10,4.73764350554938e-10
LOT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41453110757387e-10,8.937770263047083e-10
CT37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.631253200682437e-12,3.817350938890412e-12
CT16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3880011476423924e-10,4.659748192349838e-10
RENF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.335270401205845e-10,2.045516096901328e-09
CT47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.818470318029483e-10,4.4652847615998116e-10
PY29B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.944762198261321e-10,6.353576958790002e-10
CT17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7367186639902906e-10,5.907575361539386e-10
CT20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0948242511936905e-10,3.8958649831284423e-10
CT11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.592564143081454e-10,6.052514694571767e-10
CT04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.498173178043922e-10,8.759842907632544e-10
PY24B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.400392977839531e-09,1.5915138357408859e-09
CT43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.650468814355504e-10,8.498222168086396e-10
IGB09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3343907138024096e-11,1.22535392380547e-10
E992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0254363125911884e-10,4.6166155945420763e-10
E100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1869097868387023e-10,5.379876963614053e-10
GROG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.153197687977282e-09,1.300510319572202e-09
CT49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5391489025021435e-10,4.952725591084888e-10
CT35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.347341364596987e-10,4.146531103028175e-10
PY4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1890167899726332e-09,2.1422776326066353e-09
CT29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198577666773863e-10,2.5068885159654744e-10
CT06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6905410113971983e-10,6.477818395709315e-10
PY49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47513655154136e-10,1.4110729014251313e-09
E994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5072947311024304e-10,3.6809726756148286e-10
CT30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.900353425476143e-10,7.577640592106991e-10
CT51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4214334015567705e-10,8.810768044627302e-10
SGT03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1588184877569275e-10,1.5931168609643256e-09
CT41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.522371202887813e-10,5.40472667763229e-10
CT03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.276323702198599e-10,1.8339749206271975e-09
CT54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3383728420703453e-10,3.3884562425498673e-10
CT44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.201900118001893e-10,9.327910118918921e-10
SGT01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.347878019359139e-10,2.3733531414509242e-09
CT27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4262269904024405e-10,3.0765569071151645e-10
PY42B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83521510308994e-10,1.0846873013880083e-09
DOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.959730185551371e-10,7.548354532867205e-10
CT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.941228898876973e-10,6.562082533502974e-10
IGB06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0218908898316312e-11,5.091778474343936e-11
PY39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5264297894360305e-10,6.056306638516865e-10
PY30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.470609297537714e-10,5.618783710569121e-10
PY47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.177923134332727e-10,1.11579860535288e-09
PGT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.282584873875431e-10,5.97858567208272e-10
CT22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.576595810331582e-10,6.984470042151962e-10
PY45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.423038005906132e-10,1.5103620424266108e-09
CT01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92541823072847e-10,9.23375655851989e-10
CT21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.846435506889833e-10,3.5388179400737376e-10
CT46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.749360226475531e-10,5.617643471419257e-10
IGB02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3974222000362121e-11,3.8309380793885086e-11
CT05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.023320082505739e-10,6.110081890641886e-10
E143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.445262780982493e-10,4.634737363471212e-10
PY19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9729835197734283e-10,5.517160551454419e-10
CT24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.846297905281996e-10,6.03669475600073e-10
MAIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.386572637396646e-10,3.8081477923913357e-10
IGB10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8829665198388602e-11,5.762225779082052e-11
PY31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3597222038695667e-10,5.277679987824292e-10
CT13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0054942477927145e-10,6.499320310248778e-10
IGB07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.906616017615254e-11,5.82556784368819e-11
ORT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6285101892094054e-10,5.693061627384387e-10
CT02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4213661348327599e-09,3.149998838002908e-09
PY38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0165025949168604e-10,7.644739910340459e-10
PY96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9100390915071215e-09,4.171778897662422e-09
ROT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.08102985186268e-10,1.5688785033538995e-09
PY94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.143731237506149e-10,6.927662045564667e-10
IGB03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2482696012296235e-11,6.922500819775387e-11
CT36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1995391954523027e-10,5.881686353692582e-10
CT40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0185567395620482e-09,2.1850342512790846e-09
HMNX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.545706255810457e-09,7.631922413204456e-09
CT14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29098066174688e-10,5.446316404083655e-10
CT33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5722794954388434e-10,3.6874591980673924e-10
CASP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.484153057027095e-10,4.379778421401064e-10
CT50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0178187069724319e-10,3.6937079292167776e-10
PY13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.805091197553502e-10,5.719190742233128e-10
